TaxonName,Author
Anthonotha nigerica,(Baker f.) J.Leonard
Anthonotha noldeae,(Rossbach) Exell & Hillc.
Anthonotha pellegrinii,Aubrév.
Anthonotha pynaertii,(De Wild.) Exell & Hillc.
Anthonotha trunciflora,(Harms) J.Léonard
Anthonotha wijmacampensis,Breteler
Anthonotha xanderi,Breteler
Anthopterus racemosus,Hook.
Anthopterus wardii,Ball
Anthostema aubryanum,Baill.
Anthostema madagascariense,Baill.
Anthostema senegalense,A.Juss.
Antiaris toxicaria,(J.F.Gmel.) Lesch.
Antiaropsis decipiens,K.Schum.
Antiaropsis uniflora,C.C.Berg
Antidesma acidum,Retz.
Antidesma alexiteria,L.
Antidesma baccatum,Airy Shaw
Antidesma brachybotrys,Airy Shaw
Antidesma brevipes,Petra Hoffm.
Antidesma bunius,(L.) Spreng.
Antidesma catanduanense,Merr.
Antidesma celebicum,Miq.
Antidesma chalaranthum,Airy Shaw
Antidesma chonmon,Gagnep.
Antidesma cochinchinense,Gagnep.
Antidesma contractum,J.J.Sm.
Antidesma coriaceum,Tul.
Antidesma costulatum,Pax & K.Hoffm.
Antidesma cruciforme,Gage
Antidesma curranii,Merr.
Antidesma cuspidatum,Müll.Arg.
Antidesma digitaliforme,Tul.
Antidesma edule,Merr.
Antidesma elassophyllum,A.C.Sm.
Antidesma elbertii,Petra Hoffm.
Antidesma erostre,F.Muell.
Antidesma excavatum,Miq.
Antidesma ferrugineum,Airy Shaw
Antidesma forbesii,Pax & K.Hoffm.
Antidesma fordii,Hemsl.
Antidesma ghaesembilla,Gaertn.
Antidesma gillespieanum,A.C.Sm.
Antidesma hainanense,Merr.
Antidesma helferi,Hook.f.
Antidesma heterophyllum,Blume
Antidesma insulare,Gillespie
Antidesma japonicum,Siebold & Zucc.
Antidesma jayasuriyae,Chakrab. & M.Gangop.
Antidesma jucundum,Airy Shaw
Antidesma keralense,Chakrab. & M.Gangop.
Antidesma khasianum,Hook.f.
Antidesma kunstleri,Gage
Antidesma laciniatum,Müll.Arg.
Antidesma laurifolium,Airy Shaw
Antidesma leucocladon,Hook.f.
Antidesma leucopodum,Miq.
Antidesma macgregorii,C.B.Rob.
Antidesma maclurei,Merr.
Antidesma madagascariense,Lam.
Antidesma membranaceum,Müll.Arg.
Antidesma messianianum,Guillaumin
Antidesma microcarpum,Elmer
Antidesma minus,Blume
Antidesma montanum,Blume
Antidesma montis-silam,Airy Shaw
Antidesma myriocarpum,Airy Shaw
Antidesma neurocarpum,Miq.
Antidesma nienkui,Merr. & Chun
Antidesma oblongum,(Hutch.) Keay
Antidesma orthogyne,(Hook.f.) Airy Shaw
Antidesma pachybotryum,Pax & K.Hoffm.
Antidesma pachystachys,Hook.f.
Antidesma pacificum,Müll.Arg.
Antidesma pahangense,Airy Shaw
Antidesma parvifolium,F.Muell.
Antidesma pendulum,Hook.f.
Antidesma petiolatum,Airy Shaw
Antidesma platyphyllum,H.Mann
Antidesma pleuricum,Tul.
Antidesma polystylum,Airy Shaw
Antidesma pulvinatum,Hillebr.
Antidesma puncticulatum,Miq.
Antidesma pyrifolium,Müll.Arg.
Antidesma rhynchophyllum,K.Schum.
Antidesma riparium,Airy Shaw
Antidesma rufescens,Tul.
Antidesma sootepense,Craib
Antidesma spatulifolium,Airy Shaw
Antidesma stipulare,Blume
Antidesma subcordatum,Merr.
Antidesma tetrandrum,Blume
Antidesma tomentosum,Blume
Antidesma trichophyllum,A.C.Sm.
Antidesma vaccinioides,Airy Shaw
Antidesma velutinosum,Blume
Antidesma velutinum,Tul.
Antidesma venenosum,J.J.Sm.
Antidesma venosum,E.Mey. ex Tul.
Antidesma vogelianum,Müll.Arg.
Antirhea affinis,(Zoll.) Chaw
Antirhea anodon,(Miq.) Chaw
Antirhea atropurpurea,(Craib) Chaw
Antirhea attenuata,(Elmer) Chaw
Antirhea bifurcata,Hook.f.
Antirhea bombysia,Chaw
Antirhea borbonica,J.F.Gmel.
Antirhea caudata,(M.E.Jansen) Chaw
Antirhea chinensis,(Champ. ex Benth.) Benth. & Hook.f. ex F.B.Forbes & Hemsl.
Antirhea hexasperma,(Roxb.) Merr.
Antirhea inaequalis,Chaw
Antirhea inconspicua,(Seem.) Christoph.
Antirhea ioensis,(Baill.) Chaw
Antirhea livida,Elmer
Antirhea madagascariensis,Chaw
Antirhea megacarpa,Merr. & L.M.Perry
Antirhea multiflora,(M.E.Jansen) Chaw
Antirhea novobritanniensis,(M.E.Jansen) Chaw
Antirhea ovatifolia,(M.E.Jansen) Chaw
Antirhea putaminosa,(F.Muell.) F.Muell.
Antirhea rhamnoides,(Baill.) Chaw
Antirhea schmutzii,(M.E.Jansen) Chaw
Antirhea smithii,(Fosberg) Merr. & L.M.Perry
Antirhea tenuiflora,F.Muell. ex Benth.
Antonia ovata,Pohl
Antrocaryon amazonicum,(Ducke) B.L.Burtt & A.W.Hill
Antrocaryon klaineanum,Pierre
Antrocaryon micraster,A.Chev. & Guillaumin
Antrocaryon nannanii,De Wild.
Antrocaryon schorkopfii,Engl.
Aoranthe cladantha,(K.Schum.) Somers
Aoranthe nalaensis,(De Wild.) Somers
Aoranthe penduliflora,(K.Schum.) Somers
Aparisthmium cordatum,(A.Juss.) Baill.
Apeiba albiflora,Ducke
Apeiba echinata,Gaertn.
Apeiba glabra,Aubl.
Apeiba intermedia,Uittien
Apeiba macropetala,Ducke
Apeiba membranacea,Spruce ex Benth.
Apeiba petoumo,Aubl.
Apeiba schomburgkii,Szyszy?.
Apeiba tibourbou,Aubl.
Apeiba trombetensis,Dorr
Apeiba uittienii,Jans.-Jac. & Westra
Aphanamixis borneensis,(Miq.) Merr.
Aphanamixis polystachya,(Wall.) R.Parker
Aphanamixis sumatrana,(Miq.) Harms
Aphananthe aspera,(Thunb.) Planch.
Aphananthe cuspidata,(Blume) Planch.
Aphananthe monoica,(Hemsl.) J.-F.Leroy
Aphananthe philippinensis,Planch.
Aphananthe sakalava,J.-F.Leroy
Aphandra natalia,(Balslev & A.J.Hend.) Barfod
Aphanocalyx cynometroides,Oliv.
Aphanocalyx djumaensis,(De Wild.) J.Léonard
Aphanocalyx hedinii,(A.Chev.) Wieringa
Aphanocalyx heitzii,(Pellegr.) Wieringa
Aphanocalyx jenseniae,(Gram) Wieringa
Aphanocalyx ledermannii,(Harms) Wieringa
Aphanocalyx libellula,Wieringa
Aphanocalyx margininervatus,J.Léonard
Aphanocalyx microphyllus,(Harms) Wieringa
Aphanocalyx obscurus,Wieringa
Aphanocalyx pectinatus,(A.Chev.) Wieringa
Aphanocalyx pteridophyllus,(Harms) Wieringa
Aphanocalyx richardsiae,(J.Léonard) Wieringa
Aphanocalyx trapnellii,(J.Léonard) Wieringa
Aphelandra acanthifolia,Hook.
Aphelandra acanthus,Nees
Aphelandra crispata,Leonard
Aphelandra formosa,(Bonpl.) Nees
Aphelandra gracilis,Leonard
Aphelandra gunnarii,Wassh.
Aphelandra hartwegiana,Nees ex Benth.
Aphelandra macrophylla,Leonard
Aphelandra parvispica,Leonard
Aphelandra porphyrocarpa,Leonard
Aphelandra pulcherrima,(Jacq.) Kunth
Aphelandra taborensis,Leonard
Aphloia theiformis,(Vahl) Benn.
Apiopetalum glabratum,Baill.
Apiopetalum velutinum,Baill.
Apodiscus chevalieri,Hutch.
Apodocephala angustifolia,Humbert
Apodocephala begueana,Humbert
Apodocephala multiflora,Humbert
Apodocephala oliganthoides,Humbert
Apodocephala pauciflora,Baker
Apodocephala urschiana,Humbert
Apodytes abbottii,Potg. & A.E.van Wyk
Apodytes bebile,"Labat, R.Rabev. & El-Achkar"
Apodytes brachystylis,F.Muell.
Apodytes clusiifolia,(Baill.) Villiers
Apodytes dimidiata,E.Mey. ex Arn.
Apodytes geldenhuysii,A.E.van Wyk & Potgieter
Apodytes grandifolia,(Miers) Benth. & Hook.f. ex B.D.Jacks.
Apodytes thouvenotii,Danguy
Apollonias barbujana,(Cav.) A.Braun
Apophyllum anomalum,F.Muell.
Apoplanesia cryptopetala,Pittier
Apoplanesia paniculata,C.Presl
Aporosa acuminata,Thwaites
Aporosa alia,Schot
Aporosa annulata,Schot
Aporosa antennifera,(Airy Shaw) Airy Shaw
Aporosa arborea,(Blume) Müll.Arg.
Aporosa aurea,Hook.f.
Aporosa banahaensis,(Elmer) Merr.
Aporosa basilanensis,Merr.
Aporosa benthamiana,Hook.f.
Aporosa bourdillonii,Stapf
Aporosa brassii,Mansf.
Aporosa brevicaudata,Pax & K.Hoffm.
Aporosa bullatissima,Airy Shaw
Aporosa caloneura,Airy Shaw
Aporosa cardiosperma,(Gaertn.) Merr.
Aporosa carrii,Schot
Aporosa chondroneura,(Airy Shaw) Schot
Aporosa confusa,Gage
Aporosa decipiens,Pax & K.Hoffm.
Aporosa dendroidea,Schot
Aporosa duthieana,King ex Pax & K.Hoffm.
Aporosa egregia,Airy Shaw
Aporosa elmeri,Merr.
Aporosa falcifera,Hook.f.
Aporosa ficifolia,Baill.
Aporosa frutescens,Blume
Aporosa fulvovittata,Schott
Aporosa fusiformis,Thwaites
Aporosa globifera,Hook.f.
Aporosa grandistipula,Merr.
Aporosa granularis,Airy Shaw
Aporosa hermaphrodita,Airy Shaw
Aporosa heterodoxa,Airy Shaw
Aporosa illustris,Airy Shaw
Aporosa lagenocarpa,Airy Shaw
Aporosa lamellata,Airy Shaw
Aporosa lanceolata,(Tul.) Thwaites
Aporosa latifolia,Moon ex Thwaites
Aporosa laxiflora,Pax & K.Hoffm.
Aporosa ledermanniana,Pax & K.Hoffm.
Aporosa leptochrysandra,Airy Shaw
Aporosa leytensis,Merr.
Aporosa longicaudata,Kaneh. & Hatus. ex Schot
Aporosa lucida,(Miq.) Airy Shaw
Aporosa lunata,(Miq.) Kurz
Aporosa macrophylla,(Tul.) Müll.Arg.
Aporosa maingayi,Hook.f.
Aporosa microstachya,(Tul.) Müll.Arg.
Aporosa misimana,Airy Shaw ex Schot
Aporosa nervosa,Hook.f.
Aporosa nigricans,Hook.f.
Aporosa nigropunctata,Pax & K.Hoffm.
Aporosa nitida,Merr.
Aporosa octandra,(Buch.-Ham. ex D.Don) Vickery
Aporosa papuana,Pax & K.Hoffm.
Aporosa parvula,Schot
Aporosa penangensis,(Ridl.) Airy Shaw
Aporosa planchoniana,Baill. ex Müll.Arg.
Aporosa praegrandifolia,(S.Moore) Schot
Aporosa prainiana,King ex Gage
Aporosa pseudoficifolia,Pax & K.Hoffm.
Aporosa quadrilocularis,(Miq.) Müll.Arg.
Aporosa reticulata,Pax & K.Hoffm.
Aporosa rhacostyla,Airy Shaw
Aporosa sarawakensis,Schot
Aporosa sclerophylla,Pax & K.Hoffm.
Aporosa selangorica,Pax & K.Hoffm.
Aporosa serrata,Gagnep.
Aporosa sphaeridiophora,Merr.
Aporosa stellifera,Hook.f.
Aporosa stenostachys,Airy Shaw
Aporosa subcaudata,Merr.
Aporosa sylvestri,Airy Shaw
Aporosa symplocifolia,Merr.
Aporosa symplocoides,(Hook.f.) Gage
Aporosa tetrapleura,Hance
Aporosa vagans,Schot
Aporosa villosa,(Lindl.) Baill.
Aporosa wallichii,Hook.f.
Aporosa whitmorei,Airy Shaw
Aporosa yunnanensis,(Pax & K.Hoffm.) F.P.Metcalf
Aporrhiza lastoursvillensis,Pellegr.
Aporrhiza letestui,Pellegr.
Aporrhiza multijuga,Gilg
Aporrhiza paniculata,Radlk.
Aporrhiza talbotii,Baker f.
Aporrhiza tessmannii,Gilg ex Radlk.
Aporrhiza urophylla,Gilg
Appunia aurantiaca,(K.Krause) Sandwith
Appunia debilis,Sandwith
Appunia guatemalensis,Donn.Sm.
Appunia surinamensis,(Bremek.) Steyerm.
Appunia triphylla,Ducke
Appunia venezuelensis,Steyerm.
Aptandra caudata,A.H.Gentry & Ortiz
Aptandra liriosmoides,Spruce ex Miers
Aptandra tubicina,(Poepp.) Benth. ex Miers
Aptandra zenkeri,Engl.
Apterokarpos gardneri,(Engl.) Rizzini
Apterosperma oblata,Hung T.Chang
Apuleia leiocarpa,(Vogel) J.F.Macbr.
Apurimacia boliviana,(Britton) Lavin
Aquilaria apiculata,Merr.
Aquilaria baillonii,Pierre ex Lecomte
Aquilaria banaensis,P.H.Hô
Aquilaria beccariana,Tiegh.
Aquilaria brachyantha,(Merr.) Hallier f.
Aquilaria citrinicarpa,(Elmer) Hallier f.
Aquilaria crassna,Pierre ex Lecomte
Aquilaria cumingiana,(Decne.) Ridl.
Aquilaria filaria,(Oken) Merr.
Aquilaria hirta,Ridl.
Aquilaria khasiana,Hallier f.
Aquilaria malaccensis,Lam.
Aquilaria microcarpa,Baill.
Aquilaria parvifolia,(Quisumb.) Ding Hou
Aquilaria rostrata,Ridl.
Aquilaria rugosa,K.Le-Cong & Kessler
Aquilaria sinensis,(Lour.) Spreng.
Aquilaria yunnanensis,S.C.Huang
Arachnothryx aspera,(Standl.) Borhidi
Arachnothryx atravesadensis,(Lorence) Borhidi
Arachnothryx bertieroides,(Standl.) Borhidi
Arachnothryx bourgaei,(Standl.) Borhidi
Arachnothryx brenesii,(Standl.) Borhidi
Arachnothryx buddleioides,(Benth.) Planch.
Arachnothryx calycophylla,Steyerm.
Arachnothryx calycosa,(Donn.Sm.) Borhidi
Arachnothryx capitellata,(Hemsl.) Borhidi
Arachnothryx caucana,(Standl. ex Steyerm.) Steyerm.
Arachnothryx chaconii,(Lorence) Borhidi
Arachnothryx chiapensis,(Brandegee) Borhidi
Arachnothryx chimalaparum,Lorence ex Borhidi
Arachnothryx chimboracensis,(Standl.) Steyerm.
Arachnothryx chiriquiana,(Lorence) Borhidi
Arachnothryx colombiana,(Rusby) Steyerm.
Arachnothryx costanensis,Steyerm.
Arachnothryx costaricensis,(Standl.) Borhidi
Arachnothryx cupreiflora,(K.Schum. & K.Krause) Steyerm.
Arachnothryx darienensis,(Standl.) Borhidi
Arachnothryx discolor,(Kunth) Planch.
Arachnothryx dwyeri,(Lorence) Borhidi
Arachnothryx educta,(Standl. ex Steyerm.) Steyerm.
Arachnothryx euryphylla,(Standl.) Steyerm.
Arachnothryx evansii,(Lorence) Borhidi
Arachnothryx galeottii,(Standl.) Borhidi
Arachnothryx gonzaleoides,(Standl.) Borhidi
Arachnothryx gracilis,(Hemsl.) Borhidi
Arachnothryx gracilispica,(Standl.) Borhidi
Arachnothryx guerrerensis,(Lorence) Borhidi
Arachnothryx guettardioides,Standl. ex Steyerm.
Arachnothryx heteranthera,(Brandegee) Borhidi
Arachnothryx hondurensis,(Donn.Sm.) Lorence
Arachnothryx izabalensis,(Standl. & Steyerm.) Borhidi
Arachnothryx jurgensenii,(Hemsl.) Borhidi
Arachnothryx laniflora,(Benth.) Planch.
Arachnothryx latiloba,Borhidi
Arachnothryx lineolata,Borhidi
Arachnothryx linguiformis,(Hemsl.) Borhidi
Arachnothryx macrocalyx,(Standl. & Steyerm.) Borhidi
Arachnothryx manantlanensis,(Lorence) Borhidi
Arachnothryx megalantha,(Lorence) Lorence
Arachnothryx monteverdensis,(Lorence) Borhidi
Arachnothryx monticola,Borhidi
Arachnothryx myriantha,(Standl. & Steyerm.) Borhidi
Arachnothryx nebulosa,(Standl.) Borhidi
Arachnothryx nelsonii,Lorence
Arachnothryx nitida,(Hemsl.) Borhidi
Arachnothryx ovandensis,(Lundell) Borhidi
Arachnothryx pauciflora,Borhidi
Arachnothryx perezii,(Standl. ex Steyerm.) Steyerm.
Arachnothryx peruviana,(Standl.) Steyerm.
Arachnothryx povedae,(Lorence) Borhidi
Arachnothryx purpurea,(Lorence) Borhidi
Arachnothryx pyramidalis,(Lundell) Borhidi
Arachnothryx reflexa,(Benth.) Planch.
Arachnothryx rekoi,(Standl.) Borhidi
Arachnothryx rubens,(L.O.Williams) Borhidi
Arachnothryx rufescens,(B.L.Rob.) Borhidi
Arachnothryx rzedowskii,(Lorence) Borhidi
Arachnothryx sanchezii,Borhidi & Salas-Mor.
Arachnothryx scabra,(Hemsl.) Borhidi
Arachnothryx secundiflora,(B.L.Rob.) Borhidi
Arachnothryx septicidalis,(B.L.Rob.) Borhidi
Arachnothryx sinaloae,Borhidi
Arachnothryx skutchii,(Standl. & Steyerm.) Borhidi
Arachnothryx sousae,Borhidi
Arachnothryx spectabilis,"(Steyerm.) Rova, Delprete & B.Bremer"
Arachnothryx stachyoidea,(Donn.Sm.) Borhidi
Arachnothryx tacanensis,(Lundell) Borhidi
Arachnothryx tayloriae,(Lorence) Borhidi
Arachnothryx tenorioi,(Lorence) Borhidi
Arachnothryx thiemei,(Donn.Sm.) Borhidi
Arachnothryx torresii,(Standl.) Borhidi
Arachnothryx tuxtlensis,(Lorence & Cast.-Campos) Borhidi
Arachnothryx uxpanapensis,(Lorence & Cast.-Campos) Borhidi
Arachnothryx venezuelensis,Steyerm.
Arachnothryx villosa,(Hemsl.) Borhidi
Arachnothryx wendtii,(Lorence & Cast.-Campos) Borhidi
Aralia armata,(Wall. ex G.Don) Seem.
Aralia bahiana,J.Wen
Aralia bipinnata,Blanco
Aralia caesia,Hand.-Mazz.
Aralia castanopsiscola,(Hayata) J.Wen
Aralia chinensis,L.
Aralia dasyphylla,Miq.
Aralia delavayi,J.Wen
Aralia echinocaulis,Hand.-Mazz.
Aralia elata,(Miq.) Seem.
Aralia excelsa,(Griseb.) J.Wen
Aralia ferox,Miq.
Aralia finlaysoniana,(Wall. ex G.Don) Seem.
Aralia foliolosa,Seem. ex C.B.Clarke
Aralia frodiniana,J.Wen
Aralia gigantea,J.Wen
Aralia gintungensis,C.Y.Wu ex K.M.Feng
Aralia glabrifoliolata,(C.B.Shang) J.Wen
Aralia hiepiana,J.Wen & Lowry
Aralia humilis,Cav.
Aralia leschenaultii,(DC.) J.Wen
Aralia malabarica,Bedd.
Aralia montana,Blume
Aralia officinalis,Z.Z.Wang
Aralia plumosa,H.L.Li
Aralia regeliana,Marchal
Aralia rex,(Ekman) J.Wen
Aralia scopulorum,Brandegee
Aralia searelliana,Dunn
Aralia soratensis,Marchal
Aralia spinosa,L.
Aralia stellata,(King) J.Wen
Aralia stipulata,Franch.
Aralia subcordata,(Wall. ex G.Don) J.Wen
Aralia thomsonii,Seem. ex C.B.Clarke
Aralia tomentella,Franch.
Aralia undulata,Hand.-Mazz.
Aralia verticillata,(Dunn) J.Wen
Aralia vietnamensis,Ha
Aralia wangshanensis,(W.C.Cheng) Y.F.Deng
Aralia warmingiana,(Marchal) J.Wen
Aralia wilsonii,Harms
Aralidium pinnatifidum,(Jungh. & de Vriese) Miq.
Arapatiella emarginata,R.S.Cowan
Arapatiella psilophylla,(Harms) R.S.Cowan
Araucaria angustifolia,(Bertol.) Kuntze
Araucaria araucana,(Molina) K.Koch
Araucaria bernieri,J.Buchholz
Araucaria bidwillii,Hook.
Araucaria biramulata,J.Buchholz
Araucaria columnaris,(G.Forst.) Hook.
Araucaria cunninghamii,Mudie
Araucaria goroensis,R.R.Mill & Ruhsam
Araucaria heterophylla,(Salisb.) Franco
Araucaria humboldtensis,J.Buchholz
Araucaria hunsteinii,K.Schum.
Araucaria laubenfelsii,Corbasson
Araucaria luxurians,(Brongn. & Gris) de Laub.
Araucaria montana,Brongn. & Gris
Araucaria muelleri,(Carrière) Brongn. & Gris
Araucaria nemorosa,de Laub.
Araucaria rulei,F.Muell.
Araucaria schmidii,de Laub.
Araucaria scopulorum,de Laub.
Araucaria subulata,Vieill.
Arawakia angustata,(Steyerm.) L.Marinho
Arawakia caputmonsia,(Gahagen) L.Marinho
Arawakia coriacea,(Maguire) L.Marinho
Arawakia divesora,(Gahagen) L.Marinho
Arawakia glossophylla,(Cuatrec.) L.Marinho
Arawakia lanceolata,(Cuatrec.) L.Marinho
Arawakia lingulata,(Cuatrec.) L.Marinho
Arawakia longicuneata,(Engl.) L.Marinho
Arawakia macrocarpa,(Cuatrec.) L.Marinho
Arawakia manchamancha,(Gahagen) L.Marinho
Arawakia oblanceolata,(Rusby) L.Marinho
Arawakia panamaea,(Gahagen) L.Marinho
Arawakia parvifolia,(Gahagen) L.Marinho
Arawakia pithecobia,(Standl. & L.O.Williams) L.Marinho
Arawakia rhizophoroides,(Cuatrec.) L.Marinho
Arawakia rileyi,(Cuatrec.) L.Marinho
Arawakia sphenophylla,(Diels) L.Marinho
Arawakia weddelliana,(Planch. & Triana) L.Marinho
Arboa antsingyae,(Arbo) Thulin & Razafim.
Arboa integrifolia,(Claverie) Thulin & Razafim.
Arbutus andrachne,L.
Arbutus arizonica,(A.Gray) Sarg.
Arbutus bicolor,"S.González, M.González & P.D.Sørensen"
Arbutus canariensis,Veill. ex Duhamel
Arbutus madrensis,S.González
Arbutus menziesii,Pursh
Arbutus pavarii,Pamp.
Arbutus tessellata,P.D.Sørensen
Arbutus unedo,L.
Arbutus xalapensis,Kunth
Archidendron alternifoliolatum,(T.L.Wu) I.C.Nielsen
Archidendron apoense,(Elmer) I.C.Nielsen
Archidendron arborescens,(Kosterm.) I.C.Nielsen
Archidendron aruense,(Warb.) de Wit
Archidendron arunachalense,S.S.Dash & Sanjappa
Archidendron balansae,(Oliv.) I.C.Nielsen
Archidendron bauchei,(Gagnep.) I.C.Nielsen
Archidendron beguinii,de Wit
Archidendron bellum,Harms
Archidendron bigeminum,(L.) I.C.Nielsen
Archidendron borneense,(Benth.) I.C.Nielsen
Archidendron brachycarpum,Harms
Archidendron brevicalyx,Harms
Archidendron brevipes,(K.Schum.) de Wit
Archidendron bubalinum,(Jack) I.C.Nielsen
Archidendron calliandrum,de Wit
Archidendron calycinum,Pulle
Archidendron chevalieri,(Kosterm.) I.C.Nielsen
Archidendron clypearia,(Jack) I.C.Nielsen
Archidendron cockburnii,I.C.Nielsen
Archidendron conspicuum,(Craib) I.C.Nielsen
Archidendron contortum,(Mart.) I.C.Nielsen
Archidendron cordifolium,(T.L.Wu) I.C.Nielsen
Archidendron crateradenum,(Kosterm.) I.C.Nielsen
Archidendron dalatense,(Kosterm.) I.C.Nielsen
Archidendron eberhardtii,I.C.Nielsen
Archidendron ellipticum,(Blume) I.C.Nielsen
Archidendron fagifolium,(Blume ex Miq.) I.C.Nielsen
Archidendron falcatum,I.C.Nielsen
Archidendron fallax,Harms
Archidendron forbesii,Baker f.
Archidendron glabrifolium,(T.L.Wu) I.C.Nielsen
Archidendron glabrum,(K.Schum.) K.Schum. & Lauterb.
Archidendron glandulosum,Mohlenbr. ex Verdc.
Archidendron globosum,(Blume) I.C.Nielsen
Archidendron glomeriflorum,(Kurz) I.C.Nielsen
Archidendron gogolense,(K.Schum. & Lauterb.) de Wit
Archidendron grandiflorum,(Benth.) I.C.Nielsen
Archidendron harmsii,Malm
Archidendron havilandii,(Ridl.) I.C.Nielsen
Archidendron hendersonii,(F.Muell.) I.C.Nielsen
Archidendron hirsutum,I.C.Nielsen
Archidendron hispidum,(Mohlenbr.) Verdc.
Archidendron hooglandii,Verdc.
Archidendron jiringa,(Jack) I.C.Nielsen
Archidendron kalkmanii,(Kosterm.) I.C.Nielsen
Archidendron kanisii,R.S.Cowan
Archidendron kerrii,(Gagnep.) I.C.Nielsen
Archidendron kinabaluense,(Kosterm.) I.C.Nielsen
Archidendron kunstleri,(Prain) I.C.Nielsen
Archidendron laoticum,(Gagnep.) I.C.Nielsen
Archidendron lovelliae,(F.M.Bailey) I.C.Nielsen
Archidendron lucidum,(Benth.) I.C.Nielsen
Archidendron lucyi,F.Muell.
Archidendron megaphyllum,Merr. & L.M.Perry
Archidendron merrillii,(J.F.Macbr.) I.C.Nielsen
Archidendron microcarpum,(Benth.) I.C.Nielsen
Archidendron minahassae,(Teijsm. & Binn. ex Koord.) I.C.Nielsen
Archidendron molle,(K.Schum.) de Wit
Archidendron monopterum,(Kosterm.) I.C.Nielsen
Archidendron mucronatum,Harms
Archidendron muellerianum,(Maiden & R.T.Baker) I.C.Nielsen
Archidendron multifoliolatum,(H.Q.Wen) T.L.Wu
Archidendron muricarpum,(Kosterm.) Verdc.
Archidendron nervosum,de Wit
Archidendron nielsenianum,S.S.Dash & Sanjappa
Archidendron novoguineense,(Merr. & L.M.Perry) I.C.Nielsen
Archidendron oblonga,(Hemsl.) I.C. Nielsen
Archidendron occultatum,(Gagnep.) I.C.Nielsen
Archidendron oppositum,(Miq.) I.C.Nielsen
Archidendron pachycarpum,(Warb.) de Wit
Archidendron pahangense,(Kosterm.) I.C.Nielsen
Archidendron palauense,(Kaneh.) I.C.Nielsen
Archidendron parviflorum,Pulle
Archidendron pauciflorum,(Benth.) I.C.Nielsen
Archidendron pellitum,(Gagnep.) I.C.Nielsen
Archidendron poilanei,(Kosterm.) I.C.Nielsen
Archidendron ptenopum,Verdc.
Archidendron quocense,(Pierre) I.C.Nielsen
Archidendron ramiflorum,(F.Muell.) Kosterm.
Archidendron robinsonii,(Gagnep.) I.C.Nielsen
Archidendron royenii,Kosterm.
Archidendron rufescens,(Mohlenbr.) Verdc.
Archidendron sabahense,I.C.Nielsen
Archidendron scutiferum,(Blanco) I.C.Nielsen
Archidendron sessile,(Scheff.) de Wit
Archidendron syringifolium,(Kosterm.) I.C.Nielsen
Archidendron tenuiracemosum,Kaneh. & Hatus.
Archidendron tetraphyllum,(Gagnep.) I.C.Nielsen
Archidendron tjendana,(Kosterm.) I.C.Nielsen
Archidendron tonkinense,I.C.Nielsen
Archidendron trichophyllum,(Kosterm.) I.C.Nielsen
Archidendron trifoliolatum,de Wit
Archidendron triplinervium,(Kosterm.) I.C.Nielsen
Archidendron turgidum,(Merr.) I.C.Nielsen
Archidendron utile,(Chun & F.C.How) I.C.Nielsen
Archidendron vaillantii,(F.Muell.) F.Muell.
Archidendron whitei,I.C.Nielsen
Archidendron xichouense,(C.Chen & H.Sun) X.Y.Zhu
Archidendropsis basaltica,(F.Muell. & Benth.) I.C.Nielsen
Archidendropsis fournieri,(Vieill.) I.C.Nielsen
Archidendropsis fulgens,(Labill.) I.C.Nielsen
Archidendropsis glandulosa,(Guillaumin) I.C.Nielsen
Archidendropsis granulosa,(Labill.) I.C.Nielsen
Archidendropsis lentiscifolia,(Benth.) I.C.Nielsen
Archidendropsis macradenia,(Harms) I.C.Nielsen
Archidendropsis oblonga,(Hemsl.) I.C.Nielsen
Archidendropsis paivana,(E.Fourn.) I.C.Nielsen
Archidendropsis sepikensis,(Verdc.) I.C.Nielsen
Archidendropsis spicata,(Verdc.) I.C.Nielsen
Archidendropsis streptocarpa,(E.Fourn.) I.C.Nielsen
Archidendropsis thozetiana,(F.Muell.) I.C.Nielsen
Archidendropsis xanthoxylon,(C.T.White & W.D.Francis) I.C.Nielsen
Archirhodomyrtus beckleri,(F.Muell.) A.J.Scott
Archirhodomyrtus turbinata,(Schltr.) Burret
Archirhodomyrtus vieillardii,(Brongn. & Gris) Burret
Archontophoenix alexandrae,(F.Muell.) H.Wendl. & Drude
Archontophoenix cunninghamiana,(H.Wendl.) H.Wendl. & Drude
Archontophoenix maxima,Dowe
Archontophoenix myolensis,Dowe
Archontophoenix purpurea,Hodel & Dowe
Archontophoenix tuckeri,Dowe
Archytaea angustifolia,Maguire
Archytaea triflora,Mart.
Arcoa gonavensis,Urb.
Arctostaphylos andersonii,A.Gray
Arctostaphylos catalinae,P.V.Wells
Arctostaphylos columbiana,Piper
Arctostaphylos glauca,Lindl.
Arctostaphylos hooveri,P.V.Wells
Arctostaphylos nortensis,(P.V.Wells) P.V.Wells
